Account name,Campaign,Campaign type,Day,Currency code,Budget,Cost,Impr.,Clicks
Skin Doctors - PCM,PCM_Depilatories_24-25,Display,16/08/2024,GBP,30,28.6,"23,226",686
Bioglan,_bgl_bb_uk_display_cpc_traffic_aug_2024_,Display,17/08/2024,GBP,20,19.21,"71,508",427
Bioglan,_bgl_bb_uk_search_cpc_traffic_aug_2024_,Search,17/08/2024,GBP,40,47.57,899,113
Bioglan,_bgl_bb_uk_video_cpm_traffic_aug_2024_,Video,17/08/2024,GBP,26.66,25.62,"8,057",19
Bioglan,_bgl_collagen_uk_display_cpc_traffic_aug_2024_,Display,17/08/2024,GBP,43.33,18.79,"79,852",553
Bioglan,_bgl_collagen_uk_search_cpc_traffic_aug_2024_,Search,17/08/2024,GBP,50,51.57,"1,202",137
Bioglan,_bgl_collagen_uk_video_cpm_traffic_aug_2024_,Video,17/08/2024,GBP,40,38.36,"6,395",18
Sambucol,_sambucol_b2s_category_uk_search_cpc_traffic_aug_2024_,Search,17/08/2024,GBP,88,91.08,922,66
Sambucol,_sambucol_b2s_category_uk_video_cpm_traffic_aug_2024_,Video,17/08/2024,GBP,88,93.43,"29,245",60
Skin Doctors - PCM,NEW: PCM- VA+CC - 2024-25,Display,17/08/2024,GBP,22,18.94,"6,353",480
Skin Doctors - PCM,PCM_Depilatories_24-25,Display,17/08/2024,GBP,30,33.32,"26,665",664
Bioglan,_bgl_bb_uk_display_cpc_traffic_aug_2024_,Display,18/08/2024,GBP,20,15.94,"47,163",462
Bioglan,_bgl_bb_uk_search_cpc_traffic_aug_2024_,Search,18/08/2024,GBP,40,45.72,"1,133",109
Bioglan,_bgl_bb_uk_video_cpm_traffic_aug_2024_,Video,18/08/2024,GBP,26.66,25.4,"8,481",12
Bioglan,_bgl_collagen_uk_display_cpc_traffic_aug_2024_,Display,18/08/2024,GBP,43.33,83.02,"277,625","1,760"
Bioglan,_bgl_collagen_uk_search_cpc_traffic_aug_2024_,Search,18/08/2024,GBP,50,53.54,"1,290",146
Bioglan,_bgl_collagen_uk_video_cpm_traffic_aug_2024_,Video,18/08/2024,GBP,40,38.32,"6,594",10
Sambucol,_sambucol_b2s_category_uk_search_cpc_traffic_aug_2024_,Search,18/08/2024,GBP,88,88.98,"1,117",71
Sambucol,_sambucol_b2s_category_uk_video_cpm_traffic_aug_2024_,Video,18/08/2024,GBP,88,90.76,"29,916",63
Skin Doctors - PCM,NEW: PCM- VA+CC - 2024-25,Display,18/08/2024,GBP,22,19.8,"5,421",504
Skin Doctors - PCM,PCM_Depilatories_24-25,Display,18/08/2024,GBP,30,29.56,"15,069",799
Bioglan,_bgl_bb_uk_display_cpc_traffic_aug_2024_,Display,19/08/2024,GBP,20,18.4,"64,841",424
Bioglan,_bgl_bb_uk_search_cpc_traffic_aug_2024_,Search,19/08/2024,GBP,40,37.48,845,96
Bioglan,_bgl_bb_uk_video_cpm_traffic_aug_2024_,Video,19/08/2024,GBP,26.66,24.96,"8,808",22
Bioglan,_bgl_collagen_uk_display_cpc_traffic_aug_2024_,Display,19/08/2024,GBP,43.33,49.96,"206,615","1,017"
Bioglan,_bgl_collagen_uk_search_cpc_traffic_aug_2024_,Search,19/08/2024,GBP,50,46.07,"1,176",127
Bioglan,_bgl_collagen_uk_video_cpm_traffic_aug_2024_,Video,19/08/2024,GBP,40,38.05,"6,585",11
Sambucol,_sambucol_b2s_category_uk_search_cpc_traffic_aug_2024_,Search,19/08/2024,GBP,88,93.02,"1,231",95
Sambucol,_sambucol_b2s_category_uk_video_cpm_traffic_aug_2024_,Video,19/08/2024,GBP,88,91.96,"29,940",68
Skin Doctors - PCM,NEW: PCM- VA+CC - 2024-25,Display,19/08/2024,GBP,22,20.47,"7,223",561
Skin Doctors - PCM,PCM_Depilatories_24-25,Display,19/08/2024,GBP,30,32.87,"12,728",933
Bioglan,_bgl_bb_uk_display_cpc_traffic_aug_2024_,Display,20/08/2024,GBP,20,19.02,"67,210",429
Bioglan,_bgl_bb_uk_search_cpc_traffic_aug_2024_,Search,20/08/2024,GBP,40,37.33,769,98
Bioglan,_bgl_bb_uk_video_cpm_traffic_aug_2024_,Video,20/08/2024,GBP,26.66,25.95,"9,498",22
Bioglan,_bgl_collagen_uk_display_cpc_traffic_aug_2024_,Display,20/08/2024,GBP,43.33,9.81,"39,420",318
Bioglan,_bgl_collagen_uk_search_cpc_traffic_aug_2024_,Search,20/08/2024,GBP,50,50.63,"1,098",135
Bioglan,_bgl_collagen_uk_video_cpm_traffic_aug_2024_,Video,20/08/2024,GBP,40,37.91,"6,616",18
Sambucol,_sambucol_b2s_category_uk_search_cpc_traffic_aug_2024_,Search,20/08/2024,GBP,88,91.65,"1,380",86
Sambucol,_sambucol_b2s_category_uk_video_cpm_traffic_aug_2024_,Video,20/08/2024,GBP,88,91.43,"29,767",56
Skin Doctors - PCM,NEW: PCM- VA+CC - 2024-25,Display,20/08/2024,GBP,22,17.96,"6,605",499
Skin Doctors - PCM,PCM_Depilatories_24-25,Display,20/08/2024,GBP,30,28.7,"6,742",802
Bioglan,_bgl_bb_uk_display_cpc_traffic_aug_2024_,Display,21/08/2024,GBP,20,1.18,"5,910",38
Bioglan,_bgl_bb_uk_search_cpc_traffic_aug_2024_,Search,21/08/2024,GBP,40,37.9,855,101
Bioglan,_bgl_bb_uk_video_cpm_traffic_aug_2024_,Video,21/08/2024,GBP,26.66,25.18,"6,309",16
Bioglan,_bgl_collagen_uk_display_cpc_traffic_aug_2024_,Display,21/08/2024,GBP,43.33,72.6,"349,837","1,739"
Bioglan,_bgl_collagen_uk_search_cpc_traffic_aug_2024_,Search,21/08/2024,GBP,50,51.25,"1,190",146
Bioglan,_bgl_collagen_uk_video_cpm_traffic_aug_2024_,Video,21/08/2024,GBP,40,37.92,"6,925",17
Sambucol,_sambucol_b2s_category_uk_search_cpc_traffic_aug_2024_,Search,21/08/2024,GBP,88,75.42,"1,345",79
Sambucol,_sambucol_b2s_category_uk_video_cpm_traffic_aug_2024_,Video,21/08/2024,GBP,88,90.18,"30,351",68
Skin Doctors - PCM,NEW: PCM- VA+CC - 2024-25,Display,21/08/2024,GBP,22,24.65,"6,549",515
Skin Doctors - PCM,PCM_Depilatories_24-25,Display,21/08/2024,GBP,30,29.26,"9,995",875
Bioglan,_bgl_bb_uk_display_cpc_traffic_aug_2024_,Display,22/08/2024,GBP,20,30.65,"148,471",797
Bioglan,_bgl_bb_uk_search_cpc_traffic_aug_2024_,Search,22/08/2024,GBP,40,33.34,912,89
Bioglan,_bgl_bb_uk_video_cpm_traffic_aug_2024_,Video,22/08/2024,GBP,26.66,25.1,"5,996",9
Bioglan,_bgl_collagen_uk_display_cpc_traffic_aug_2024_,Display,22/08/2024,GBP,43.33,46.84,"253,628","1,182"
Bioglan,_bgl_collagen_uk_search_cpc_traffic_aug_2024_,Search,22/08/2024,GBP,50,40.29,982,116
Bioglan,_bgl_collagen_uk_video_cpm_traffic_aug_2024_,Video,22/08/2024,GBP,40,37.64,"6,849",13
Sambucol,_sambucol_b2s_category_uk_search_cpc_traffic_aug_2024_,Search,22/08/2024,GBP,88,102.52,"1,122",103
Sambucol,_sambucol_b2s_category_uk_video_cpm_traffic_aug_2024_,Video,22/08/2024,GBP,88,90.36,"31,576",58
Skin Doctors - PCM,NEW: PCM- VA+CC - 2024-25,Display,22/08/2024,GBP,22,4.75,"2,501",101
Skin Doctors - PCM,PCM_Depilatories_24-25,Display,22/08/2024,GBP,30,30.03,"10,531",762
Bioglan,_bgl_bb_uk_display_cpc_traffic_aug_2024_,Display,23/08/2024,GBP,20,21.63,"104,954",447
Bioglan,_bgl_bb_uk_search_cpc_traffic_aug_2024_,Search,23/08/2024,GBP,40,34.03,930,88
Bioglan,_bgl_bb_uk_video_cpm_traffic_aug_2024_,Video,23/08/2024,GBP,26.66,24.98,"6,331",12
Bioglan,_bgl_collagen_uk_display_cpc_traffic_aug_2024_,Display,23/08/2024,GBP,43.33,45.85,"258,125","1,229"
Bioglan,_bgl_collagen_uk_search_cpc_traffic_aug_2024_,Search,23/08/2024,GBP,50,39.02,826,112
Bioglan,_bgl_collagen_uk_video_cpm_traffic_aug_2024_,Video,23/08/2024,GBP,40,37.3,"6,589",13
Sambucol,_sambucol_b2s_category_uk_search_cpc_traffic_aug_2024_,Search,23/08/2024,GBP,88,81.9,"1,110",90
Sambucol,_sambucol_b2s_category_uk_video_cpm_traffic_aug_2024_,Video,23/08/2024,GBP,88,89.69,"29,689",52
Skin Doctors - PCM,NEW: PCM- VA+CC - 2024-25,Display,23/08/2024,GBP,22,5.14,"2,554",139
Skin Doctors - PCM,PCM_Depilatories_24-25,Display,23/08/2024,GBP,30,0.25,231,9
Bioglan,_bgl_bb_uk_display_cpc_traffic_aug_2024_,Display,24/08/2024,GBP,20,4.02,"16,899",118
Bioglan,_bgl_bb_uk_search_cpc_traffic_aug_2024_,Search,24/08/2024,GBP,40,38.72,923,98
Bioglan,_bgl_bb_uk_video_cpm_traffic_aug_2024_,Video,24/08/2024,GBP,26.66,24.8,"8,529",18
Bioglan,_bgl_collagen_uk_display_cpc_traffic_aug_2024_,Display,24/08/2024,GBP,43.33,44.9,"234,201","1,289"
Bioglan,_bgl_collagen_uk_search_cpc_traffic_aug_2024_,Search,24/08/2024,GBP,50,42.33,"1,060",124
Bioglan,_bgl_collagen_uk_video_cpm_traffic_aug_2024_,Video,24/08/2024,GBP,40,37.22,"6,802",8
Sambucol,_sambucol_b2s_category_uk_search_cpc_traffic_aug_2024_,Search,24/08/2024,GBP,88,94.25,"1,169",97
Sambucol,_sambucol_b2s_category_uk_video_cpm_traffic_aug_2024_,Video,24/08/2024,GBP,88,89.2,"29,626",47
Skin Doctors - PCM,NEW: PCM- VA+CC - 2024-25,Display,24/08/2024,GBP,22,41.06,"10,744",868
Skin Doctors - PCM,PCM_Depilatories_24-25,Display,24/08/2024,GBP,30,31.39,"13,713",813
Bioglan,_bgl_bb_uk_display_cpc_traffic_aug_2024_,Display,25/08/2024,GBP,20,3.86,"14,500",131
Bioglan,_bgl_bb_uk_search_cpc_traffic_aug_2024_,Search,25/08/2024,GBP,40,34.38,725,89
Bioglan,_bgl_bb_uk_video_cpm_traffic_aug_2024_,Video,25/08/2024,GBP,26.66,24.6,"7,762",21
Bioglan,_bgl_collagen_uk_display_cpc_traffic_aug_2024_,Display,25/08/2024,GBP,43.33,43.02,"218,052","1,242"
Bioglan,_bgl_collagen_uk_search_cpc_traffic_aug_2024_,Search,25/08/2024,GBP,50,48.48,"1,103",137
Bioglan,_bgl_collagen_uk_video_cpm_traffic_aug_2024_,Video,25/08/2024,GBP,40,36.95,"6,818",11
Sambucol,_sambucol_b2s_category_uk_search_cpc_traffic_aug_2024_,Search,25/08/2024,GBP,88,82.15,"1,077",85
Sambucol,_sambucol_b2s_category_uk_video_cpm_traffic_aug_2024_,Video,25/08/2024,GBP,88,87.99,"28,812",43
Skin Doctors - PCM,NEW: PCM- VA+CC - 2024-25,Display,25/08/2024,GBP,22,31.27,"10,271",693
Skin Doctors - PCM,PCM_Depilatories_24-25,Display,25/08/2024,GBP,30,47.75,"19,090","1,031"
Bioglan,_bgl_bb_uk_display_cpc_traffic_aug_2024_,Display,26/08/2024,GBP,20,37.66,"105,087",934
Bioglan,_bgl_bb_uk_search_cpc_traffic_aug_2024_,Search,26/08/2024,GBP,40,34.43,813,92
Bioglan,_bgl_bb_uk_video_cpm_traffic_aug_2024_,Video,26/08/2024,GBP,26.66,24.38,"8,690",21
Bioglan,_bgl_collagen_uk_display_cpc_traffic_aug_2024_,Display,26/08/2024,GBP,43.33,31.36,"153,931",966
Bioglan,_bgl_collagen_uk_search_cpc_traffic_aug_2024_,Search,26/08/2024,GBP,50,47,"1,149",135
Bioglan,_bgl_collagen_uk_video_cpm_traffic_aug_2024_,Video,26/08/2024,GBP,40,36.41,"6,658",13
Sambucol,_sambucol_b2s_category_uk_search_cpc_traffic_aug_2024_,Search,26/08/2024,GBP,88,96.93,987,103
Sambucol,_sambucol_b2s_category_uk_video_cpm_traffic_aug_2024_,Video,26/08/2024,GBP,88,87.44,"30,651",54
Skin Doctors - PCM,NEW: PCM- VA+CC - 2024-25,Display,26/08/2024,GBP,22,22.62,"6,953",593
Skin Doctors - PCM,PCM_Depilatories_24-25,Display,26/08/2024,GBP,30,3.96,"4,594",119
Bioglan,_bgl_bb_uk_display_cpc_traffic_aug_2024_,Display,27/08/2024,GBP,20,24.09,"109,375",650
Bioglan,_bgl_bb_uk_search_cpc_traffic_aug_2024_,Search,27/08/2024,GBP,40,34.86,810,91
Bioglan,_bgl_bb_uk_video_cpm_traffic_aug_2024_,Video,27/08/2024,GBP,26.66,24.18,"8,529",15
Bioglan,_bgl_collagen_uk_display_cpc_traffic_aug_2024_,Display,27/08/2024,GBP,43.33,34.67,"165,471","1,053"
Bioglan,_bgl_collagen_uk_search_cpc_traffic_aug_2024_,Search,27/08/2024,GBP,50,48.66,"1,278",138
Bioglan,_bgl_collagen_uk_video_cpm_traffic_aug_2024_,Video,27/08/2024,GBP,40,36.17,"6,606",9
Sambucol,_sambucol_b2s_category_uk_search_cpc_traffic_aug_2024_,Search,27/08/2024,GBP,88,87.93,"1,168",101
Sambucol,_sambucol_b2s_category_uk_video_cpm_traffic_aug_2024_,Video,27/08/2024,GBP,88,86.32,"29,849",74
Skin Doctors - PCM,NEW: PCM- VA+CC - 2024-25,Display,27/08/2024,GBP,22,23.12,"7,074",612
Skin Doctors - PCM,PCM_Depilatories_24-25,Display,27/08/2024,GBP,30,8.17,"6,893",245
Bioglan,_bgl_bb_uk_display_cpc_traffic_aug_2024_,Display,28/08/2024,GBP,20,21.16,"96,027",599
Bioglan,_bgl_bb_uk_search_cpc_traffic_aug_2024_,Search,28/08/2024,GBP,40,33.15,"1,047",89
Bioglan,_bgl_bb_uk_video_cpm_traffic_aug_2024_,Video,28/08/2024,GBP,26.66,23.89,"7,358",12
Bioglan,_bgl_collagen_uk_display_cpc_traffic_aug_2024_,Display,28/08/2024,GBP,43.33,41.25,"192,628",952
Bioglan,_bgl_collagen_uk_search_cpc_traffic_aug_2024_,Search,28/08/2024,GBP,50,47.42,"1,225",139
Bioglan,_bgl_collagen_uk_video_cpm_traffic_aug_2024_,Video,28/08/2024,GBP,40,35.92,"6,644",5
Sambucol,_sambucol_b2s_category_uk_search_cpc_traffic_aug_2024_,Search,28/08/2024,GBP,88,96.81,"1,208",122
Sambucol,_sambucol_b2s_category_uk_video_cpm_traffic_aug_2024_,Video,28/08/2024,GBP,88,85.69,"28,566",44
Skin Doctors - PCM,NEW: PCM- VA+CC - 2024-25,Display,28/08/2024,GBP,22,22.24,"5,271",628
Skin Doctors - PCM,PCM_Depilatories_24-25,Display,28/08/2024,GBP,30,59.46,"21,080","1,279"
Bioglan,_bgl_bb_uk_display_cpc_traffic_aug_2024_,Display,29/08/2024,GBP,20,19.77,"76,571",559
Bioglan,_bgl_bb_uk_search_cpc_traffic_aug_2024_,Search,29/08/2024,GBP,40,32.87,867,90
Bioglan,_bgl_bb_uk_video_cpm_traffic_aug_2024_,Video,29/08/2024,GBP,26.66,23.51,"7,770",10
Bioglan,_bgl_collagen_uk_display_cpc_traffic_aug_2024_,Display,29/08/2024,GBP,43.33,18.38,"88,994",547
Bioglan,_bgl_collagen_uk_search_cpc_traffic_aug_2024_,Search,29/08/2024,GBP,50,47.12,"1,249",139
Bioglan,_bgl_collagen_uk_video_cpm_traffic_aug_2024_,Video,29/08/2024,GBP,40,35.32,"6,546",8
Sambucol,_sambucol_b2s_category_uk_search_cpc_traffic_aug_2024_,Search,29/08/2024,GBP,88,75.8,"1,282",106
Sambucol,_sambucol_b2s_category_uk_video_cpm_traffic_aug_2024_,Video,29/08/2024,GBP,88,84.54,"28,041",47
Skin Doctors - PCM,NEW: PCM- VA+CC - 2024-25,Display,29/08/2024,GBP,22,20.81,"4,215",585
Skin Doctors - PCM,PCM_Depilatories_24-25,Display,29/08/2024,GBP,30,40.2,"17,030","1,032"
Bioglan,_bgl_bb_uk_display_cpc_traffic_aug_2024_,Display,30/08/2024,GBP,20,17.8,"69,168",499
Bioglan,_bgl_bb_uk_search_cpc_traffic_aug_2024_,Search,30/08/2024,GBP,40,34.04,769,93
Bioglan,_bgl_bb_uk_video_cpm_traffic_aug_2024_,Video,30/08/2024,GBP,26.66,22.95,"7,256",16
Bioglan,_bgl_collagen_uk_display_cpc_traffic_aug_2024_,Display,30/08/2024,GBP,43.33,20.96,"93,560",641
Bioglan,_bgl_collagen_uk_search_cpc_traffic_aug_2024_,Search,30/08/2024,GBP,50,40.97,"1,019",123
Bioglan,_bgl_collagen_uk_video_cpm_traffic_aug_2024_,Video,30/08/2024,GBP,40,34.34,"6,142",8
Sambucol,_sambucol_b2s_category_uk_search_cpc_traffic_aug_2024_,Search,30/08/2024,GBP,88,82.54,"1,097",120
Sambucol,_sambucol_b2s_category_uk_video_cpm_traffic_aug_2024_,Video,30/08/2024,GBP,88,82.34,"26,143",50
Skin Doctors - PCM,NEW: PCM- VA+CC - 2024-25,Display,30/08/2024,GBP,22,4.4,"1,347",137
Skin Doctors - PCM,PCM_Depilatories_24-25,Display,30/08/2024,GBP,30,27.73,"11,083",739
Bioglan,_bgl_bb_uk_display_cpc_traffic_aug_2024_,Display,31/08/2024,GBP,20,11.84,"39,106",353
Bioglan,_bgl_bb_uk_search_cpc_traffic_aug_2024_,Search,31/08/2024,GBP,40,26.28,667,73
Bioglan,_bgl_bb_uk_video_cpm_traffic_aug_2024_,Video,31/08/2024,GBP,26.66,21.8,"6,982",9
Bioglan,_bgl_collagen_uk_display_cpc_traffic_aug_2024_,Display,31/08/2024,GBP,43.33,63.64,"293,275","1,462"
Bioglan,_bgl_collagen_uk_search_cpc_traffic_aug_2024_,Search,31/08/2024,GBP,50,37.27,"1,120",111
Bioglan,_bgl_collagen_uk_video_cpm_traffic_aug_2024_,Video,31/08/2024,GBP,40,32.69,"6,166",11
Sambucol,_sambucol_b2s_category_uk_search_cpc_traffic_aug_2024_,Search,31/08/2024,GBP,88,72.76,"1,073",106
Sambucol,_sambucol_b2s_category_uk_video_cpm_traffic_aug_2024_,Video,31/08/2024,GBP,88,78.3,"25,871",47
Skin Doctors - PCM,NEW: PCM- VA+CC - 2024-25,Display,31/08/2024,GBP,22,28.74,"6,568",728
Skin Doctors - PCM,PCM_Depilatories_24-25,Display,31/08/2024,GBP,30,25.91,"12,550",695
Cherry Godfrey Group,[D] GSY - PLoans,Display,01/08/2024,GBP,5,5.26,"26,812",37
Cherry Godfrey Group,[D] IOM - PLoans,Display,01/08/2024,GBP,5,4.86,"24,540",104
Cherry Godfrey Group,[D] IOW - PLoans,Display,01/08/2024,GBP,5,5.18,"25,003",60
Cherry Godfrey Group,[D] Jsy - PLoans,Display,01/08/2024,GBP,5,4.95,"27,458",64
Cherry Godfrey Group,[S] IOM - PLoans,Search,01/08/2024,GBP,5,7.15,70,8
Cherry Godfrey Group,[S] Jsy - PLoans,Search,01/08/2024,GBP,5,2.45,81,3
Cherry Godfrey Group,Guernsey HInsurance 2022,Display,01/08/2024,GBP,2,5.1,"14,815",70
Cherry Godfrey Group,Guernsey LInsurance 2022,Display,01/08/2024,GBP,2,4.95,"25,150",100
Cherry Godfrey Group,IOM LInsurance 2022,Display,01/08/2024,GBP,2,4.81,"21,469",135
Cherry Godfrey Group,IOW House Insurance,Display,01/08/2024,GBP,2,5.1,"28,911",50
Cherry Godfrey Group,IOW Life Insurance,Display,01/08/2024,GBP,2,5.34,"28,719",61
Cherry Godfrey Group,IOW Mortgages,Display,01/08/2024,GBP,2,5.15,"20,220",68
Cherry Godfrey Group,Jersey LInsurance 2022,Display,01/08/2024,GBP,2,5.18,"29,981",124
Cherry Godfrey Group,Mortgages Guernsey 2022,Display,01/08/2024,GBP,2,5.16,"31,282",90
Cherry Godfrey Group,Mortgages Isle of Man 2022,Display,01/08/2024,GBP,2,4.85,"20,197",187
Cherry Godfrey Group,Mortgages Jersey 2022,Display,01/08/2024,GBP,5,4.94,"23,335",132
Promensil,PCM - Search - Promensil - Consideration - 24-25,Search,01/08/2024,GBP,16,18.29,828,55
Cherry Godfrey Group,[D] GSY - PLoans,Display,02/08/2024,GBP,5,4.97,"32,421",51
Cherry Godfrey Group,[D] IOM - PLoans,Display,02/08/2024,GBP,5,5.27,"30,943",83
Cherry Godfrey Group,[D] IOW - PLoans,Display,02/08/2024,GBP,5,4.83,"22,460",64
Cherry Godfrey Group,[D] Jsy - PLoans,Display,02/08/2024,GBP,5,5.17,"30,592",65
Cherry Godfrey Group,[S] IOM - PLoans,Search,02/08/2024,GBP,5,5.57,76,7
Cherry Godfrey Group,[S] Jsy - PLoans,Search,02/08/2024,GBP,5,8.19,75,8
Cherry Godfrey Group,Guernsey HInsurance 2022,Display,02/08/2024,GBP,2,4.42,"14,280",68
Cherry Godfrey Group,Guernsey LInsurance 2022,Display,02/08/2024,GBP,2,5.22,"24,884",112
Cherry Godfrey Group,IOM LInsurance 2022,Display,02/08/2024,GBP,2,5.42,"26,241",132
Cherry Godfrey Group,IOW House Insurance,Display,02/08/2024,GBP,2,5.09,"25,059",62
Cherry Godfrey Group,IOW Life Insurance,Display,02/08/2024,GBP,2,5.01,"26,747",45
Cherry Godfrey Group,IOW Mortgages,Display,02/08/2024,GBP,2,5.23,"24,936",73
Cherry Godfrey Group,Jersey LInsurance 2022,Display,02/08/2024,GBP,2,4.91,"33,143",119
Cherry Godfrey Group,Mortgages Guernsey 2022,Display,02/08/2024,GBP,2,3.66,"26,451",76
Cherry Godfrey Group,Mortgages Isle of Man 2022,Display,02/08/2024,GBP,2,5.21,"25,985",183
Cherry Godfrey Group,Mortgages Jersey 2022,Display,02/08/2024,GBP,5,5.1,"18,372",156
Promensil,PCM - Search - Promensil - Consideration - 24-25,Search,02/08/2024,GBP,16,14.67,465,47
Cherry Godfrey Group,[D] GSY - PLoans,Display,03/08/2024,GBP,5,5.14,"20,923",44
Cherry Godfrey Group,[D] IOM - PLoans,Display,03/08/2024,GBP,5,5.21,"37,758",87
Cherry Godfrey Group,[D] IOW - PLoans,Display,03/08/2024,GBP,5,4.6,"27,067",54
Cherry Godfrey Group,[D] Jsy - PLoans,Display,03/08/2024,GBP,5,5.09,"30,958",73
Cherry Godfrey Group,[S] IOM - PLoans,Search,03/08/2024,GBP,5,4.31,57,6
Cherry Godfrey Group,[S] Jsy - PLoans,Search,03/08/2024,GBP,5,5.84,53,8
Cherry Godfrey Group,Guernsey HInsurance 2022,Display,03/08/2024,GBP,2,5.84,"11,952",78
Cherry Godfrey Group,Guernsey LInsurance 2022,Display,03/08/2024,GBP,2,5.14,"19,163",110
Cherry Godfrey Group,IOM LInsurance 2022,Display,03/08/2024,GBP,2,4.9,"35,361",132
Cherry Godfrey Group,IOW House Insurance,Display,03/08/2024,GBP,2,5.18,"26,657",75
Cherry Godfrey Group,IOW Life Insurance,Display,03/08/2024,GBP,2,4.87,"33,125",65
Cherry Godfrey Group,IOW Mortgages,Display,03/08/2024,GBP,2,3.77,"22,347",51
Cherry Godfrey Group,Jersey LInsurance 2022,Display,03/08/2024,GBP,2,5.14,"34,963",130
Cherry Godfrey Group,Mortgages Guernsey 2022,Display,03/08/2024,GBP,2,6.54,"27,640",80
Cherry Godfrey Group,Mortgages Isle of Man 2022,Display,03/08/2024,GBP,2,4.56,"18,165",182
Cherry Godfrey Group,Mortgages Jersey 2022,Display,03/08/2024,GBP,5,5.09,"18,910",155
Promensil,PCM - Search - Promensil - Consideration - 24-25,Search,03/08/2024,GBP,16,15.8,492,50
Cherry Godfrey Group,[D] GSY - PLoans,Display,04/08/2024,GBP,5,5.22,"23,734",43
Cherry Godfrey Group,[D] IOM - PLoans,Display,04/08/2024,GBP,5,5.14,"36,189",74
Cherry Godfrey Group,[D] IOW - PLoans,Display,04/08/2024,GBP,5,5.15,"30,881",78
Cherry Godfrey Group,[D] Jsy - PLoans,Display,04/08/2024,GBP,5,5.1,"35,879",70
Cherry Godfrey Group,[S] IOM - PLoans,Search,04/08/2024,GBP,5,3.66,48,9
Cherry Godfrey Group,[S] Jsy - PLoans,Search,04/08/2024,GBP,5,5.36,61,9
Cherry Godfrey Group,Guernsey HInsurance 2022,Display,04/08/2024,GBP,2,5.57,"22,300",63
Cherry Godfrey Group,Guernsey LInsurance 2022,Display,04/08/2024,GBP,2,5.13,"26,796",104
Cherry Godfrey Group,IOM LInsurance 2022,Display,04/08/2024,GBP,2,5.06,"29,341",141
Cherry Godfrey Group,IOW House Insurance,Display,04/08/2024,GBP,2,4.6,"27,492",70
Cherry Godfrey Group,IOW Life Insurance,Display,04/08/2024,GBP,2,4.65,"20,702",56
Cherry Godfrey Group,IOW Mortgages,Display,04/08/2024,GBP,2,5.9,"26,517",53
Cherry Godfrey Group,Jersey LInsurance 2022,Display,04/08/2024,GBP,2,4.94,"34,665",113
Cherry Godfrey Group,Mortgages Guernsey 2022,Display,04/08/2024,GBP,2,5.11,"28,436",83
Cherry Godfrey Group,Mortgages Isle of Man 2022,Display,04/08/2024,GBP,2,5.45,"27,624",172
Cherry Godfrey Group,Mortgages Jersey 2022,Display,04/08/2024,GBP,5,5.31,"20,462",156
Promensil,PCM - Search - Promensil - Consideration - 24-25,Search,04/08/2024,GBP,16,10.93,502,35
Cherry Godfrey Group,[D] GSY - PLoans,Display,05/08/2024,GBP,5,5.24,"22,977",62
Cherry Godfrey Group,[D] IOM - PLoans,Display,05/08/2024,GBP,5,5.08,"37,421",86
Cherry Godfrey Group,[D] IOW - PLoans,Display,05/08/2024,GBP,5,4.38,"28,167",60
Cherry Godfrey Group,[D] Jsy - PLoans,Display,05/08/2024,GBP,5,5.42,"33,109",71
Cherry Godfrey Group,[S] IOM - PLoans,Search,05/08/2024,GBP,5,6.2,73,12
Cherry Godfrey Group,[S] Jsy - PLoans,Search,05/08/2024,GBP,5,5.07,65,7
Cherry Godfrey Group,Guernsey HInsurance 2022,Display,05/08/2024,GBP,2,5.02,"13,861",62
Cherry Godfrey Group,Guernsey LInsurance 2022,Display,05/08/2024,GBP,2,4.1,"17,278",95
Cherry Godfrey Group,IOM LInsurance 2022,Display,05/08/2024,GBP,2,5.06,"33,164",127
Cherry Godfrey Group,IOW House Insurance,Display,05/08/2024,GBP,2,4.74,"25,343",64
Cherry Godfrey Group,IOW Life Insurance,Display,05/08/2024,GBP,2,5.37,"29,375",67
Cherry Godfrey Group,IOW Mortgages,Display,05/08/2024,GBP,2,5.43,"30,248",57
Cherry Godfrey Group,Jersey LInsurance 2022,Display,05/08/2024,GBP,2,5.31,"30,795",131
Cherry Godfrey Group,Mortgages Guernsey 2022,Display,05/08/2024,GBP,2,5.15,"30,088",104
Cherry Godfrey Group,Mortgages Isle of Man 2022,Display,05/08/2024,GBP,2,5.2,"24,239",142
Cherry Godfrey Group,Mortgages Jersey 2022,Display,05/08/2024,GBP,5,5.24,"15,399",153
Promensil,PCM - Search - Promensil - Consideration - 24-25,Search,05/08/2024,GBP,16,19.61,796,60
Cherry Godfrey Group,[D] GSY - PLoans,Display,06/08/2024,GBP,5,4.92,"20,706",52
Cherry Godfrey Group,[D] IOM - PLoans,Display,06/08/2024,GBP,5,5.23,"37,460",97
Cherry Godfrey Group,[D] IOW - PLoans,Display,06/08/2024,GBP,5,6.45,"27,413",73
Cherry Godfrey Group,[D] Jsy - PLoans,Display,06/08/2024,GBP,5,4.97,"31,819",66
Cherry Godfrey Group,[S] IOM - PLoans,Search,06/08/2024,GBP,5,2.76,63,6
Cherry Godfrey Group,[S] Jsy - PLoans,Search,06/08/2024,GBP,5,6.47,31,9
Cherry Godfrey Group,Guernsey HInsurance 2022,Display,06/08/2024,GBP,2,4.83,"11,712",66
