Account name,Campaign,Campaign type,Day,Currency code,Budget,Cost,Impr.,Clicks
Cherry Godfrey Group,Guernsey LInsurance 2022,Display,06/08/2024,GBP,2,6.17,"25,232",96
Cherry Godfrey Group,IOM LInsurance 2022,Display,06/08/2024,GBP,2,5.23,"32,498",136
Cherry Godfrey Group,IOW House Insurance,Display,06/08/2024,GBP,2,5.47,"37,241",64
Cherry Godfrey Group,IOW Life Insurance,Display,06/08/2024,GBP,2,5.05,"26,540",66
Cherry Godfrey Group,IOW Mortgages,Display,06/08/2024,GBP,2,5.13,"32,341",52
Cherry Godfrey Group,Jersey LInsurance 2022,Display,06/08/2024,GBP,2,4.71,"27,688",117
Cherry Godfrey Group,Mortgages Guernsey 2022,Display,06/08/2024,GBP,2,4.92,"22,400",108
Cherry Godfrey Group,Mortgages Isle of Man 2022,Display,06/08/2024,GBP,2,4.97,"23,708",173
Cherry Godfrey Group,Mortgages Jersey 2022,Display,06/08/2024,GBP,5,4.94,"14,570",147
Promensil,PCM - Search - Promensil - Consideration - 24-25,Search,06/08/2024,GBP,16,19.41,772,57
Cherry Godfrey Group,[D] GSY - PLoans,Display,07/08/2024,GBP,5,4.72,"22,381",57
Cherry Godfrey Group,[D] IOM - PLoans,Display,07/08/2024,GBP,5,4.83,"28,924",102
Cherry Godfrey Group,[D] IOW - PLoans,Display,07/08/2024,GBP,5,4.95,"16,601",49
Cherry Godfrey Group,[D] Jsy - PLoans,Display,07/08/2024,GBP,5,4.86,"32,388",65
Cherry Godfrey Group,[S] IOM - PLoans,Search,07/08/2024,GBP,5,3.79,56,7
Cherry Godfrey Group,[S] Jsy - PLoans,Search,07/08/2024,GBP,5,6.54,55,9
Cherry Godfrey Group,Guernsey HInsurance 2022,Display,07/08/2024,GBP,2,5.1,"21,589",69
Cherry Godfrey Group,Guernsey LInsurance 2022,Display,07/08/2024,GBP,2,5.27,"15,218",104
Cherry Godfrey Group,IOM LInsurance 2022,Display,07/08/2024,GBP,2,5.28,"31,832",154
Cherry Godfrey Group,IOW House Insurance,Display,07/08/2024,GBP,2,5.38,"29,355",60
Cherry Godfrey Group,IOW Life Insurance,Display,07/08/2024,GBP,2,5.39,"28,728",69
Cherry Godfrey Group,IOW Mortgages,Display,07/08/2024,GBP,2,4.87,"21,205",56
Cherry Godfrey Group,Jersey LInsurance 2022,Display,07/08/2024,GBP,2,5.48,"29,525",130
Cherry Godfrey Group,Mortgages Guernsey 2022,Display,07/08/2024,GBP,2,5.34,"23,397",108
Cherry Godfrey Group,Mortgages Isle of Man 2022,Display,07/08/2024,GBP,2,4.97,"21,983",187
Cherry Godfrey Group,Mortgages Jersey 2022,Display,07/08/2024,GBP,5,5.18,"23,176",137
Promensil,PCM - Search - Promensil - Consideration - 24-25,Search,07/08/2024,GBP,16,18.14,649,53
Cherry Godfrey Group,[D] GSY - PLoans,Display,08/08/2024,GBP,5,5.09,"23,530",57
Cherry Godfrey Group,[D] IOM - PLoans,Display,08/08/2024,GBP,5,5.38,"30,627",84
Cherry Godfrey Group,[D] IOW - PLoans,Display,08/08/2024,GBP,5,5.41,"27,476",63
Cherry Godfrey Group,[D] Jsy - PLoans,Display,08/08/2024,GBP,5,4.6,"37,962",64
Cherry Godfrey Group,[S] IOM - PLoans,Search,08/08/2024,GBP,5,7.99,81,12
Cherry Godfrey Group,[S] Jsy - PLoans,Search,08/08/2024,GBP,5,4.22,28,7
Cherry Godfrey Group,Guernsey HInsurance 2022,Display,08/08/2024,GBP,2,5.04,"18,656",73
Cherry Godfrey Group,Guernsey LInsurance 2022,Display,08/08/2024,GBP,2,5.03,"22,801",105
Cherry Godfrey Group,IOM LInsurance 2022,Display,08/08/2024,GBP,2,4.68,"35,916",152
Cherry Godfrey Group,IOW House Insurance,Display,08/08/2024,GBP,2,4.99,"31,538",71
Cherry Godfrey Group,IOW Life Insurance,Display,08/08/2024,GBP,2,5.05,"25,373",53
Cherry Godfrey Group,IOW Mortgages,Display,08/08/2024,GBP,2,5.09,"26,408",60
Cherry Godfrey Group,Jersey LInsurance 2022,Display,08/08/2024,GBP,2,5.31,"28,523",121
Cherry Godfrey Group,Mortgages Guernsey 2022,Display,08/08/2024,GBP,2,4.98,"23,052",87
Cherry Godfrey Group,Mortgages Isle of Man 2022,Display,08/08/2024,GBP,2,5.14,"21,557",186
Cherry Godfrey Group,Mortgages Jersey 2022,Display,08/08/2024,GBP,5,4.84,"18,477",147
Promensil,PCM - Search - Promensil - Consideration - 24-25,Search,08/08/2024,GBP,16,15.31,509,46
Cherry Godfrey Group,[D] GSY - PLoans,Display,09/08/2024,GBP,5,5.06,"27,481",51
Cherry Godfrey Group,[D] IOM - PLoans,Display,09/08/2024,GBP,5,4.93,"28,398",103
Cherry Godfrey Group,[D] IOW - PLoans,Display,09/08/2024,GBP,5,4.32,"17,945",66
Cherry Godfrey Group,[D] Jsy - PLoans,Display,09/08/2024,GBP,5,5.78,"27,698",70
Cherry Godfrey Group,[S] IOM - PLoans,Search,09/08/2024,GBP,5,5.38,46,9
Cherry Godfrey Group,[S] Jsy - PLoans,Search,09/08/2024,GBP,5,2.9,55,5
Cherry Godfrey Group,Guernsey HInsurance 2022,Display,09/08/2024,GBP,2,5.25,"20,639",73
Cherry Godfrey Group,Guernsey LInsurance 2022,Display,09/08/2024,GBP,2,4.08,"18,559",99
Cherry Godfrey Group,IOM LInsurance 2022,Display,09/08/2024,GBP,2,5.21,"29,121",169
Cherry Godfrey Group,IOW House Insurance,Display,09/08/2024,GBP,2,5.18,"33,387",71
Cherry Godfrey Group,IOW Life Insurance,Display,09/08/2024,GBP,2,4.75,"28,880",61
Cherry Godfrey Group,IOW Mortgages,Display,09/08/2024,GBP,2,5.24,"35,220",61
Cherry Godfrey Group,Jersey LInsurance 2022,Display,09/08/2024,GBP,2,5.23,"29,987",107
Cherry Godfrey Group,Mortgages Guernsey 2022,Display,09/08/2024,GBP,2,4.85,"27,631",75
Cherry Godfrey Group,Mortgages Isle of Man 2022,Display,09/08/2024,GBP,2,5.29,"24,363",208
Cherry Godfrey Group,Mortgages Jersey 2022,Display,09/08/2024,GBP,5,5.28,"20,145",157
Promensil,PCM - Search - Promensil - Consideration - 24-25,Search,09/08/2024,GBP,16,17.94,539,53
Cherry Godfrey Group,[D] GSY - PLoans,Display,10/08/2024,GBP,5,5.34,"22,134",53
Cherry Godfrey Group,[D] IOM - PLoans,Display,10/08/2024,GBP,5,4.99,"27,298",104
Cherry Godfrey Group,[D] IOW - PLoans,Display,10/08/2024,GBP,5,5.59,"28,647",69
Cherry Godfrey Group,[D] Jsy - PLoans,Display,10/08/2024,GBP,5,5.18,"23,697",58
Cherry Godfrey Group,[S] IOM - PLoans,Search,10/08/2024,GBP,5,3.07,43,5
Cherry Godfrey Group,[S] Jsy - PLoans,Search,10/08/2024,GBP,5,4.35,29,8
Cherry Godfrey Group,Guernsey HInsurance 2022,Display,10/08/2024,GBP,2,5.08,"15,438",72
Cherry Godfrey Group,Guernsey LInsurance 2022,Display,10/08/2024,GBP,2,5.92,"27,329",89
Cherry Godfrey Group,IOM LInsurance 2022,Display,10/08/2024,GBP,2,5.07,"42,530",155
Cherry Godfrey Group,IOW House Insurance,Display,10/08/2024,GBP,2,5.3,"32,797",65
Cherry Godfrey Group,IOW Life Insurance,Display,10/08/2024,GBP,2,5.4,"21,436",60
Cherry Godfrey Group,IOW Mortgages,Display,10/08/2024,GBP,2,4.71,"29,050",63
Cherry Godfrey Group,Jersey LInsurance 2022,Display,10/08/2024,GBP,2,4.67,"30,598",112
Cherry Godfrey Group,Mortgages Guernsey 2022,Display,10/08/2024,GBP,2,4.81,"24,295",100
Cherry Godfrey Group,Mortgages Isle of Man 2022,Display,10/08/2024,GBP,2,4.93,"19,612",191
Cherry Godfrey Group,Mortgages Jersey 2022,Display,10/08/2024,GBP,5,5.26,"18,999",149
Promensil,PCM - Search - Promensil - Consideration - 24-25,Search,10/08/2024,GBP,16,16.58,508,48
Cherry Godfrey Group,[D] GSY - PLoans,Display,11/08/2024,GBP,5,4.69,"23,026",54
Cherry Godfrey Group,[D] IOM - PLoans,Display,11/08/2024,GBP,5,4.62,"30,114",103
Cherry Godfrey Group,[D] IOW - PLoans,Display,11/08/2024,GBP,5,4.97,"22,784",58
Cherry Godfrey Group,[D] Jsy - PLoans,Display,11/08/2024,GBP,5,4.98,"26,306",63
Cherry Godfrey Group,[S] IOM - PLoans,Search,11/08/2024,GBP,5,5.07,75,8
Cherry Godfrey Group,[S] Jsy - PLoans,Search,11/08/2024,GBP,5,2.14,43,4
Cherry Godfrey Group,Guernsey HInsurance 2022,Display,11/08/2024,GBP,2,4.84,"14,143",71
Cherry Godfrey Group,Guernsey LInsurance 2022,Display,11/08/2024,GBP,2,5.03,"16,101",110
Cherry Godfrey Group,IOM LInsurance 2022,Display,11/08/2024,GBP,2,4.18,"35,774",148
Cherry Godfrey Group,IOW House Insurance,Display,11/08/2024,GBP,2,5.03,"28,948",70
Cherry Godfrey Group,IOW Life Insurance,Display,11/08/2024,GBP,2,5.54,"27,846",52
Cherry Godfrey Group,IOW Mortgages,Display,11/08/2024,GBP,2,5.42,"23,010",68
Cherry Godfrey Group,Jersey LInsurance 2022,Display,11/08/2024,GBP,2,5.31,"22,091",124
Cherry Godfrey Group,Mortgages Guernsey 2022,Display,11/08/2024,GBP,2,5.26,"30,466",117
Cherry Godfrey Group,Mortgages Isle of Man 2022,Display,11/08/2024,GBP,2,4.88,"21,386",185
Cherry Godfrey Group,Mortgages Jersey 2022,Display,11/08/2024,GBP,5,5.09,"24,193",151
Promensil,PCM - Search - Promensil - Consideration - 24-25,Search,11/08/2024,GBP,16,15.19,582,45
Cherry Godfrey Group,[D] GSY - PLoans,Display,12/08/2024,GBP,5,5.5,"26,243",58
Cherry Godfrey Group,[D] IOM - PLoans,Display,12/08/2024,GBP,5,5.72,"34,034",121
Cherry Godfrey Group,[D] IOW - PLoans,Display,12/08/2024,GBP,5,4.63,"19,299",63
Cherry Godfrey Group,[D] Jsy - PLoans,Display,12/08/2024,GBP,5,4.85,"24,826",65
Cherry Godfrey Group,[S] IOM - PLoans,Search,12/08/2024,GBP,5,6.44,73,10
Cherry Godfrey Group,[S] Jsy - PLoans,Search,12/08/2024,GBP,5,6.89,77,11
Cherry Godfrey Group,Guernsey HInsurance 2022,Display,12/08/2024,GBP,2,5.21,"19,994",69
Cherry Godfrey Group,Guernsey LInsurance 2022,Display,12/08/2024,GBP,2,5.23,"16,422",121
Cherry Godfrey Group,IOM LInsurance 2022,Display,12/08/2024,GBP,2,6.48,"29,617",151
Cherry Godfrey Group,IOW House Insurance,Display,12/08/2024,GBP,2,5.11,"24,657",75
Cherry Godfrey Group,IOW Life Insurance,Display,12/08/2024,GBP,2,4.83,"19,706",64
Cherry Godfrey Group,IOW Mortgages,Display,12/08/2024,GBP,2,5.06,"27,885",52
Cherry Godfrey Group,Jersey LInsurance 2022,Display,12/08/2024,GBP,2,5.19,"24,360",113
Cherry Godfrey Group,Mortgages Guernsey 2022,Display,12/08/2024,GBP,2,5.02,"26,761",105
Cherry Godfrey Group,Mortgages Isle of Man 2022,Display,12/08/2024,GBP,2,6.07,"26,213",191
Cherry Godfrey Group,Mortgages Jersey 2022,Display,12/08/2024,GBP,5,5.07,"18,779",171
Promensil,PCM - Search - Promensil - Consideration - 24-25,Search,12/08/2024,GBP,16,17.63,633,53
Cherry Godfrey Group,[D] GSY - PLoans,Display,13/08/2024,GBP,5,5.09,"22,671",63
Cherry Godfrey Group,[D] IOM - PLoans,Display,13/08/2024,GBP,5,4.85,"35,298",113
Cherry Godfrey Group,[D] IOW - PLoans,Display,13/08/2024,GBP,5,4.73,"30,154",60
Cherry Godfrey Group,[D] Jsy - PLoans,Display,13/08/2024,GBP,5,5.08,"28,015",68
Cherry Godfrey Group,[S] IOM - PLoans,Search,13/08/2024,GBP,5,6.48,73,12
Cherry Godfrey Group,[S] Jsy - PLoans,Search,13/08/2024,GBP,5,4.74,40,8
Cherry Godfrey Group,Guernsey HInsurance 2022,Display,13/08/2024,GBP,2,4.86,"16,139",65
Cherry Godfrey Group,Guernsey LInsurance 2022,Display,13/08/2024,GBP,2,4.98,"20,151",113
Cherry Godfrey Group,IOM LInsurance 2022,Display,13/08/2024,GBP,2,4.93,"34,968",123
Cherry Godfrey Group,IOW House Insurance,Display,13/08/2024,GBP,2,4.89,"34,111",66
Cherry Godfrey Group,IOW Life Insurance,Display,13/08/2024,GBP,2,4.82,"24,136",64
Cherry Godfrey Group,IOW Mortgages,Display,13/08/2024,GBP,2,5.1,"30,970",54
Cherry Godfrey Group,Jersey LInsurance 2022,Display,13/08/2024,GBP,2,5.03,"27,237",118
Cherry Godfrey Group,Mortgages Guernsey 2022,Display,13/08/2024,GBP,2,4.87,"28,170",99
Cherry Godfrey Group,Mortgages Isle of Man 2022,Display,13/08/2024,GBP,2,4.86,"25,193",183
Cherry Godfrey Group,Mortgages Jersey 2022,Display,13/08/2024,GBP,5,4.89,"19,398",157
Promensil,PCM - Search - Promensil - Consideration - 24-25,Search,13/08/2024,GBP,16,16.98,528,52
Cherry Godfrey Group,[D] GSY - PLoans,Display,14/08/2024,GBP,5,4.98,"37,354",53
Cherry Godfrey Group,[D] IOM - PLoans,Display,14/08/2024,GBP,5,5.01,"39,847",96
Cherry Godfrey Group,[D] IOW - PLoans,Display,14/08/2024,GBP,5,5.07,"24,278",64
Cherry Godfrey Group,[D] Jsy - PLoans,Display,14/08/2024,GBP,5,5.04,"35,104",57
Cherry Godfrey Group,[S] IOM - PLoans,Search,14/08/2024,GBP,5,5.9,89,11
Cherry Godfrey Group,[S] Jsy - PLoans,Search,14/08/2024,GBP,5,1.6,55,3
Cherry Godfrey Group,Guernsey HInsurance 2022,Display,14/08/2024,GBP,2,5.1,"16,862",64
Cherry Godfrey Group,Guernsey LInsurance 2022,Display,14/08/2024,GBP,2,5.07,"22,966",102
Cherry Godfrey Group,IOM LInsurance 2022,Display,14/08/2024,GBP,2,5.4,"36,897",158
Cherry Godfrey Group,IOW House Insurance,Display,14/08/2024,GBP,2,4.51,"28,826",56
Cherry Godfrey Group,IOW Life Insurance,Display,14/08/2024,GBP,2,5.29,"35,383",54
Cherry Godfrey Group,IOW Mortgages,Display,14/08/2024,GBP,2,4.96,"24,018",53
Cherry Godfrey Group,Jersey LInsurance 2022,Display,14/08/2024,GBP,2,3.62,"23,662",106
Cherry Godfrey Group,Mortgages Guernsey 2022,Display,14/08/2024,GBP,2,5.23,"30,037",93
Cherry Godfrey Group,Mortgages Isle of Man 2022,Display,14/08/2024,GBP,2,5.06,"18,255",179
Cherry Godfrey Group,Mortgages Jersey 2022,Display,14/08/2024,GBP,5,5.14,"27,737",128
Promensil,PCM - Search - Promensil - Consideration - 24-25,Search,14/08/2024,GBP,16,16.98,553,54
Cherry Godfrey Group,[D] GSY - PLoans,Display,15/08/2024,GBP,5,4.96,"30,169",61
Cherry Godfrey Group,[D] IOM - PLoans,Display,15/08/2024,GBP,5,5.12,"29,647",97
Cherry Godfrey Group,[D] IOW - PLoans,Display,15/08/2024,GBP,5,5.06,"29,437",59
Cherry Godfrey Group,[D] Jsy - PLoans,Display,15/08/2024,GBP,5,4.97,"20,776",59
Cherry Godfrey Group,[S] IOM - PLoans,Search,15/08/2024,GBP,5,4.95,67,11
Cherry Godfrey Group,[S] Jsy - PLoans,Search,15/08/2024,GBP,5,9.12,90,14
Cherry Godfrey Group,Guernsey HInsurance 2022,Display,15/08/2024,GBP,2,5.26,"13,308",67
Cherry Godfrey Group,Guernsey LInsurance 2022,Display,15/08/2024,GBP,2,4.9,"18,849",115
Cherry Godfrey Group,IOM LInsurance 2022,Display,15/08/2024,GBP,2,4.95,"32,312",158
Cherry Godfrey Group,IOW House Insurance,Display,15/08/2024,GBP,2,5.72,"29,594",64
Cherry Godfrey Group,IOW Life Insurance,Display,15/08/2024,GBP,2,4.73,"20,244",56
Cherry Godfrey Group,IOW Mortgages,Display,15/08/2024,GBP,2,5.07,"21,401",43
Cherry Godfrey Group,Jersey LInsurance 2022,Display,15/08/2024,GBP,2,6.33,"29,378",102
Cherry Godfrey Group,Mortgages Guernsey 2022,Display,15/08/2024,GBP,2,5.31,"32,480",105
Cherry Godfrey Group,Mortgages Isle of Man 2022,Display,15/08/2024,GBP,2,5.05,"20,343",190
Cherry Godfrey Group,Mortgages Jersey 2022,Display,15/08/2024,GBP,5,5.05,"28,975",143
Promensil,PCM - Search - Promensil - Consideration - 24-25,Search,15/08/2024,GBP,16,17.42,600,56
Cherry Godfrey Group,[D] GSY - PLoans,Display,16/08/2024,GBP,5,5.05,"16,692",59
Cherry Godfrey Group,[D] IOM - PLoans,Display,16/08/2024,GBP,5,5.02,"28,340",101
Cherry Godfrey Group,[D] IOW - PLoans,Display,16/08/2024,GBP,5,3.29,"19,062",43
Cherry Godfrey Group,[D] Jsy - PLoans,Display,16/08/2024,GBP,5,5.07,"24,509",73
Cherry Godfrey Group,[S] IOM - PLoans,Search,16/08/2024,GBP,5,2.9,60,8
Cherry Godfrey Group,[S] Jsy - PLoans,Search,16/08/2024,GBP,5,4.82,28,5
Cherry Godfrey Group,Guernsey HInsurance 2022,Display,16/08/2024,GBP,2,4.71,"17,471",74
Cherry Godfrey Group,Guernsey LInsurance 2022,Display,16/08/2024,GBP,2,4.99,"14,007",120
Cherry Godfrey Group,IOM LInsurance 2022,Display,16/08/2024,GBP,2,4.75,"35,116",154
Cherry Godfrey Group,IOW House Insurance,Display,16/08/2024,GBP,2,5.5,"31,431",58
Cherry Godfrey Group,IOW Life Insurance,Display,16/08/2024,GBP,2,2.85,"17,147",41
Cherry Godfrey Group,IOW Mortgages,Display,16/08/2024,GBP,2,4.85,"21,629",54
Cherry Godfrey Group,Jersey LInsurance 2022,Display,16/08/2024,GBP,2,4.8,"26,146",107
Cherry Godfrey Group,Mortgages Guernsey 2022,Display,16/08/2024,GBP,2,4.82,"22,678",105
Cherry Godfrey Group,Mortgages Isle of Man 2022,Display,16/08/2024,GBP,2,4.97,"27,868",182
Cherry Godfrey Group,Mortgages Jersey 2022,Display,16/08/2024,GBP,5,4.75,"27,460",159
Promensil,PCM - Search - Promensil - Consideration - 24-25,Search,16/08/2024,GBP,16,13.45,378,44
Cherry Godfrey Group,[D] GSY - PLoans,Display,17/08/2024,GBP,5,5.02,"22,267",61
Cherry Godfrey Group,[D] IOM - PLoans,Display,17/08/2024,GBP,5,4.97,"37,002",113
Cherry Godfrey Group,[D] IOW - PLoans,Display,17/08/2024,GBP,5,6.46,"17,791",48
Cherry Godfrey Group,[D] Jsy - PLoans,Display,17/08/2024,GBP,5,4.89,"28,605",54
Cherry Godfrey Group,[S] IOM - PLoans,Search,17/08/2024,GBP,5,2.18,71,5
Cherry Godfrey Group,[S] Jsy - PLoans,Search,17/08/2024,GBP,5,4.5,43,5
Cherry Godfrey Group,Guernsey HInsurance 2022,Display,17/08/2024,GBP,2,4.88,"13,576",73
Cherry Godfrey Group,Guernsey LInsurance 2022,Display,17/08/2024,GBP,2,4.8,"20,861",107
Cherry Godfrey Group,IOM LInsurance 2022,Display,17/08/2024,GBP,2,5.07,"32,052",149
Cherry Godfrey Group,IOW House Insurance,Display,17/08/2024,GBP,2,4.78,"25,583",60
Cherry Godfrey Group,IOW Life Insurance,Display,17/08/2024,GBP,2,6.75,"26,447",47
Cherry Godfrey Group,IOW Mortgages,Display,17/08/2024,GBP,2,5.19,"18,724",53
Cherry Godfrey Group,Jersey LInsurance 2022,Display,17/08/2024,GBP,2,5.03,"26,398",107
Cherry Godfrey Group,Mortgages Guernsey 2022,Display,17/08/2024,GBP,2,5.18,"27,507",94
Cherry Godfrey Group,Mortgages Isle of Man 2022,Display,17/08/2024,GBP,2,4.74,"27,524",173
Cherry Godfrey Group,Mortgages Jersey 2022,Display,17/08/2024,GBP,5,4.91,"20,764",163
Promensil,PCM - Search - Promensil - Consideration - 24-25,Search,17/08/2024,GBP,16,10.69,446,34
Cherry Godfrey Group,[D] GSY - PLoans,Display,18/08/2024,GBP,5,4.44,"28,908",61
Cherry Godfrey Group,[D] IOM - PLoans,Display,18/08/2024,GBP,5,4.87,"33,492",111
Cherry Godfrey Group,[D] IOW - PLoans,Display,18/08/2024,GBP,5,4.99,"19,845",29
Cherry Godfrey Group,[D] Jsy - PLoans,Display,18/08/2024,GBP,5,4.77,"24,890",64
Cherry Godfrey Group,[S] IOM - PLoans,Search,18/08/2024,GBP,5,4.54,67,7
Cherry Godfrey Group,[S] Jsy - PLoans,Search,18/08/2024,GBP,5,4.72,38,6
Cherry Godfrey Group,Guernsey HInsurance 2022,Display,18/08/2024,GBP,2,5.08,"16,785",82
Cherry Godfrey Group,Guernsey LInsurance 2022,Display,18/08/2024,GBP,2,5.09,"24,724",101
Cherry Godfrey Group,IOM LInsurance 2022,Display,18/08/2024,GBP,2,4.91,"33,362",172
Cherry Godfrey Group,IOW House Insurance,Display,18/08/2024,GBP,2,4.88,"30,843",59
Cherry Godfrey Group,IOW Life Insurance,Display,18/08/2024,GBP,2,5.11,"22,983",42
Cherry Godfrey Group,IOW Mortgages,Display,18/08/2024,GBP,2,4.92,"21,670",64
Cherry Godfrey Group,Jersey LInsurance 2022,Display,18/08/2024,GBP,2,4.77,"31,176",132
Cherry Godfrey Group,Mortgages Guernsey 2022,Display,18/08/2024,GBP,2,4.88,"32,581",97
Cherry Godfrey Group,Mortgages Isle of Man 2022,Display,18/08/2024,GBP,2,4.96,"19,631",194
Cherry Godfrey Group,Mortgages Jersey 2022,Display,18/08/2024,GBP,5,4.99,"20,452",163
Promensil,PCM - Search - Promensil - Consideration - 24-25,Search,18/08/2024,GBP,16,10.11,441,31
Cherry Godfrey Group,[D] GSY - PLoans,Display,19/08/2024,GBP,5,5.41,"31,014",69
Cherry Godfrey Group,[D] IOM - PLoans,Display,19/08/2024,GBP,5,4.98,"33,337",117
Cherry Godfrey Group,[D] IOW - PLoans,Display,19/08/2024,GBP,5,4.94,"21,086",56
Cherry Godfrey Group,[D] Jsy - PLoans,Display,19/08/2024,GBP,5,5.35,"33,795",67
Cherry Godfrey Group,[S] IOM - PLoans,Search,19/08/2024,GBP,5,9.39,152,11
Cherry Godfrey Group,[S] Jsy - PLoans,Search,19/08/2024,GBP,5,7.4,71,12
Cherry Godfrey Group,Guernsey HInsurance 2022,Display,19/08/2024,GBP,2,4.74,"11,794",89
Cherry Godfrey Group,Guernsey LInsurance 2022,Display,19/08/2024,GBP,2,5.25,"26,538",101
Cherry Godfrey Group,IOM LInsurance 2022,Display,19/08/2024,GBP,2,5.01,"30,445",189
Cherry Godfrey Group,IOW House Insurance,Display,19/08/2024,GBP,2,4.97,"35,211",62
Cherry Godfrey Group,IOW Life Insurance,Display,19/08/2024,GBP,2,4.43,"19,472",56
Cherry Godfrey Group,IOW Mortgages,Display,19/08/2024,GBP,2,5.18,"31,089",56
Cherry Godfrey Group,Jersey LInsurance 2022,Display,19/08/2024,GBP,2,5.15,"30,946",132
Cherry Godfrey Group,Mortgages Guernsey 2022,Display,19/08/2024,GBP,2,4.79,"31,581",92
Cherry Godfrey Group,Mortgages Isle of Man 2022,Display,19/08/2024,GBP,2,5.07,"26,383",198
Cherry Godfrey Group,Mortgages Jersey 2022,Display,19/08/2024,GBP,5,5.02,"22,507",143
Promensil,PCM - Search - Promensil - Consideration - 24-25,Search,19/08/2024,GBP,16,19.41,672,57
Cherry Godfrey Group,[D] GSY - PLoans,Display,20/08/2024,GBP,5,4.76,"22,724",64
Cherry Godfrey Group,[D] IOM - PLoans,Display,20/08/2024,GBP,5,4.96,"34,829",112
Cherry Godfrey Group,[D] IOW - PLoans,Display,20/08/2024,GBP,5,5.22,"27,149",51
Cherry Godfrey Group,[D] Jsy - PLoans,Display,20/08/2024,GBP,5,4.74,"31,968",60
Cherry Godfrey Group,[S] IOM - PLoans,Search,20/08/2024,GBP,5,5.33,92,7
Cherry Godfrey Group,[S] Jsy - PLoans,Search,20/08/2024,GBP,5,5.66,51,8
Cherry Godfrey Group,Guernsey HInsurance 2022,Display,20/08/2024,GBP,2,5.02,"16,408",87
Cherry Godfrey Group,Guernsey LInsurance 2022,Display,20/08/2024,GBP,2,4.65,"22,538",106
Cherry Godfrey Group,IOM LInsurance 2022,Display,20/08/2024,GBP,2,4.8,"30,778",165
Cherry Godfrey Group,IOW House Insurance,Display,20/08/2024,GBP,2,4.1,"33,454",61
Cherry Godfrey Group,IOW Life Insurance,Display,20/08/2024,GBP,2,5.14,"17,591",61
Cherry Godfrey Group,IOW Mortgages,Display,20/08/2024,GBP,2,4.53,"20,760",65
Cherry Godfrey Group,Jersey LInsurance 2022,Display,20/08/2024,GBP,2,4.71,"30,922",117
Cherry Godfrey Group,Mortgages Guernsey 2022,Display,20/08/2024,GBP,2,5.3,"25,055",111
Cherry Godfrey Group,Mortgages Isle of Man 2022,Display,20/08/2024,GBP,2,4.91,"21,335",205
Cherry Godfrey Group,Mortgages Jersey 2022,Display,20/08/2024,GBP,5,4.91,"23,127",155
Promensil,PCM - Search - Promensil - Consideration - 24-25,Search,20/08/2024,GBP,16,19.49,798,53
Cherry Godfrey Group,[D] GSY - PLoans,Display,21/08/2024,GBP,5,5.07,"27,636",62
Cherry Godfrey Group,[D] IOM - PLoans,Display,21/08/2024,GBP,5,4.9,"29,944",113
Cherry Godfrey Group,[D] IOW - PLoans,Display,21/08/2024,GBP,5,5.22,"25,596",65
Cherry Godfrey Group,[D] Jsy - PLoans,Display,21/08/2024,GBP,5,4.91,"34,714",68
Cherry Godfrey Group,[S] IOM - PLoans,Search,21/08/2024,GBP,5,4.14,78,6
Cherry Godfrey Group,[S] Jsy - PLoans,Search,21/08/2024,GBP,5,4.09,45,7
Cherry Godfrey Group,Guernsey HInsurance 2022,Display,21/08/2024,GBP,2,5.03,"13,709",78
Cherry Godfrey Group,Guernsey LInsurance 2022,Display,21/08/2024,GBP,2,4.6,"24,053",101
Cherry Godfrey Group,IOM LInsurance 2022,Display,21/08/2024,GBP,2,5.15,"43,969",143
Cherry Godfrey Group,IOW House Insurance,Display,21/08/2024,GBP,2,5.2,"28,477",61
Cherry Godfrey Group,IOW Life Insurance,Display,21/08/2024,GBP,2,5.41,"23,480",75
Cherry Godfrey Group,IOW Mortgages,Display,21/08/2024,GBP,2,4.67,"38,631",64
Cherry Godfrey Group,Jersey LInsurance 2022,Display,21/08/2024,GBP,2,5.09,"35,640",120
Cherry Godfrey Group,Mortgages Guernsey 2022,Display,21/08/2024,GBP,2,5.01,"28,685",96
Cherry Godfrey Group,Mortgages Isle of Man 2022,Display,21/08/2024,GBP,2,3.71,"18,502",152
Cherry Godfrey Group,Mortgages Jersey 2022,Display,21/08/2024,GBP,5,4.77,"19,933",152
Promensil,PCM - Search - Promensil - Consideration - 24-25,Search,21/08/2024,GBP,16,18.28,521,52
Cherry Godfrey Group,[D] GSY - PLoans,Display,22/08/2024,GBP,5,4.99,"30,664",57
Cherry Godfrey Group,[D] IOM - PLoans,Display,22/08/2024,GBP,5,4.96,"26,972",110
Cherry Godfrey Group,[D] IOW - PLoans,Display,22/08/2024,GBP,5,4.97,"20,767",69
Cherry Godfrey Group,[D] Jsy - PLoans,Display,22/08/2024,GBP,5,4.96,"26,109",70
Cherry Godfrey Group,[S] IOM - PLoans,Search,22/08/2024,GBP,5,5.93,68,13
Cherry Godfrey Group,[S] Jsy - PLoans,Search,22/08/2024,GBP,5,6.25,45,9
Cherry Godfrey Group,Guernsey HInsurance 2022,Display,22/08/2024,GBP,2,5.1,"16,402",77
Cherry Godfrey Group,Guernsey LInsurance 2022,Display,22/08/2024,GBP,2,5.09,"24,699",100
