Weekly Tracker Data
"January 1, 2024 - July 31, 2024"
Account name,Customer ID,Campaign,Campaign type,Day,Currency code,Budget,Cost,Impr.,Clicks
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-02-05,USD,322.58,78.52,261,55
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-02-06,USD,322.58,63.00,295,51
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-02-07,USD,322.58,57.82,210,39
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-02-08,USD,322.58,80.15,210,53
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-02-09,USD,322.58,76.41,271,64
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-02-10,USD,322.58,84.18,267,61
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-02-11,USD,322.58,85.59,276,58
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-02-12,USD,322.58,74.45,297,53
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-02-13,USD,322.58,79.25,204,54
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-02-14,USD,322.58,73.74,209,50
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-02-15,USD,322.58,107.89,303,78
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-02-16,USD,322.58,82.80,250,62
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-02-17,USD,322.58,101.75,243,61
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-02-18,USD,322.58,87.73,222,59
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-02-19,USD,322.58,100.58,272,74
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-02-20,USD,322.58,85.24,273,67
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-02-21,GBP,10.90,3.84,61,5
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-02-21,GBP,10.90,0.87,12,1
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-02-21,GBP,8.21,0.00,2,0
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-02-21,GBP,12.32,0.33,4,1
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-02-21,USD,322.58,91.07,293,64
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-02-22,GBP,10.90,2.39,14,3
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-02-22,GBP,10.90,0.00,19,0
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-02-22,GBP,8.21,11.52,98,7
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-02-22,GBP,12.32,0.26,2,1
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-02-22,USD,322.58,74.35,267,51
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-02-23,GBP,10.90,31.08,230,16
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-02-23,GBP,10.90,49.99,233,14
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-02-23,GBP,8.21,29.98,153,6
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-02-23,GBP,12.32,9.40,6,1
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-02-23,USD,322.58,87.66,291,70
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-02-24,GBP,10.90,1.54,48,5
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-02-24,GBP,10.90,9.35,49,2
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-02-24,GBP,8.21,8.88,79,8
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-02-24,GBP,12.32,0.48,4,1
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-02-24,USD,322.58,73.64,274,57
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-02-25,GBP,10.90,0.14,40,1
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-02-25,GBP,10.90,42.19,69,7
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-02-25,GBP,8.21,14.64,41,5
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-02-25,USD,322.58,89.78,236,67
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-02-26,GBP,10.90,30.00,216,19
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-02-26,GBP,10.90,31.49,247,10
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-02-26,GBP,8.21,27.26,91,9
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-02-26,GBP,12.32,45.43,187,7
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-02-26,USD,322.58,86.50,250,63
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-02-27,GBP,10.90,30.00,200,15
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-02-27,GBP,10.90,47.81,206,11
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-02-27,GBP,8.21,20.33,96,4
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-02-27,GBP,12.32,53.75,184,10
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-02-27,USD,322.58,99.25,292,77
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-02-28,GBP,10.90,22.01,243,14
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-02-28,GBP,10.90,28.07,146,6
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-02-28,GBP,8.21,14.00,33,9
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-02-28,GBP,12.32,52.84,299,17
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-02-28,USD,322.58,101.65,262,71
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-02-29,GBP,10.90,15.08,103,9
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-02-29,GBP,10.90,17.96,60,4
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-02-29,GBP,8.21,8.10,103,2
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-02-29,GBP,12.32,65.32,254,9
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-02-29,USD,322.58,87.22,269,63
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-03-01,GBP,10.90,11.79,84,11
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-03-01,GBP,10.90,24.82,153,7
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-03-01,GBP,8.21,19.49,212,9
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-03-01,GBP,12.32,39.25,136,13
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-03-01,USD,322.58,97.96,279,71
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-03-02,GBP,10.90,1.43,15,2
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-03-02,GBP,10.90,6.97,27,2
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-03-02,GBP,8.21,5.39,55,3
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-03-02,GBP,12.32,8.49,83,3
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-03-02,USD,322.58,76.98,261,61
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-03-03,GBP,10.90,0.18,4,1
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-03-03,GBP,10.90,9.17,14,1
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-03-03,GBP,8.21,1.26,11,1
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-03-03,GBP,12.32,17.34,46,5
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-03-03,USD,322.58,75.45,253,62
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-03-04,USD,322.58,117.43,306,78
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-03-05,USD,322.58,88.83,280,64
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-03-06,USD,322.58,128.44,355,84
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-03-07,USD,322.58,93.83,314,67
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-03-08,USD,322.58,103.68,341,75
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-03-09,GBP,10.90,0.55,6,1
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-03-09,GBP,10.90,1.93,14,2
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-03-09,GBP,12.32,2.73,16,1
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-03-09,USD,322.58,84.82,302,64
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-03-10,GBP,10.90,1.62,14,2
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-03-10,GBP,10.90,20.07,95,6
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-03-10,GBP,8.21,2.88,64,3
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-03-10,GBP,12.32,12.79,55,4
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-03-10,USD,322.58,0.00,9,0
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-03-11,GBP,10.90,6.26,68,4
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-03-11,GBP,10.90,49.78,200,7
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-03-11,GBP,8.21,32.57,97,5
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-03-11,GBP,12.32,61.98,350,15
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-03-12,GBP,10.90,23.93,285,10
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-03-12,GBP,10.90,47.89,276,10
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-03-12,GBP,8.21,29.19,202,9
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-03-12,GBP,12.32,94.48,79,7
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-03-13,GBP,10.90,28.42,246,9
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-03-13,GBP,10.90,49.79,189,10
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-03-13,GBP,8.21,30.00,244,14
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-03-13,GBP,12.32,72.96,70,7
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-03-14,GBP,10.90,23.49,334,16
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-03-14,GBP,10.90,50.00,179,10
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-03-14,GBP,8.21,32.20,300,7
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-03-14,GBP,12.32,66.68,296,12
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-03-15,GBP,10.90,23.47,280,15
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-03-15,GBP,10.90,49.89,95,12
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-03-15,GBP,8.21,5.36,146,2
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-03-15,GBP,12.32,65.52,388,18
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-03-16,GBP,10.90,23.35,261,16
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-03-16,GBP,10.90,0.00,35,0
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-03-16,GBP,8.21,4.98,15,3
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-03-16,GBP,12.32,24.83,181,7
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-03-16,USD,322.58,88.88,341,60
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-03-17,GBP,10.90,24.00,255,17
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-03-17,GBP,10.90,15.45,124,4
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-03-17,GBP,8.21,10.44,30,5
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-03-17,GBP,12.32,39.23,250,11
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-03-17,USD,322.58,83.45,321,62
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-03-18,GBP,10.90,23.93,174,14
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-03-18,GBP,10.90,49.55,121,10
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-03-18,GBP,8.21,26.13,218,10
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-03-18,GBP,12.32,67.69,317,13
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-03-18,USD,322.58,65.92,288,49
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-03-19,GBP,10.90,21.96,128,9
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-03-19,GBP,10.90,34.85,160,9
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-03-19,GBP,8.21,16.84,105,13
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-03-19,GBP,12.32,39.12,404,12
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-03-19,USD,322.58,52.57,224,37
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-03-20,GBP,10.90,20.08,257,14
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-03-20,GBP,10.90,41.22,218,11
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-03-20,GBP,8.21,15.21,133,6
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-03-20,GBP,12.32,35.41,85,6
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-03-20,USD,322.58,40.41,208,35
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-03-21,GBP,10.90,17.21,55,6
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-03-21,GBP,10.90,45.45,102,9
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-03-21,GBP,8.21,16.23,70,3
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-03-21,GBP,12.32,32.15,170,6
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-03-21,USD,322.58,66.81,240,48
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-03-22,GBP,10.90,9.12,87,11
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-03-22,GBP,10.90,18.58,91,6
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-03-22,GBP,8.21,13.33,48,8
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-03-22,GBP,12.32,30.29,232,9
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-03-22,USD,322.58,40.82,237,33
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-03-23,GBP,10.90,1.54,51,3
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-03-23,GBP,10.90,12.96,84,6
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-03-23,GBP,8.21,6.81,40,2
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-03-23,GBP,12.32,18.26,67,4
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-03-23,USD,322.58,45.37,194,36
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-03-24,GBP,10.90,18.12,144,15
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-03-24,GBP,10.90,2.65,38,1
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-03-24,GBP,8.21,0.00,13,0
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-03-24,GBP,12.32,12.68,69,3
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-03-24,USD,322.58,62.17,210,49
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-03-25,GBP,10.90,25.96,267,14
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-03-25,GBP,10.90,38.39,277,12
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-03-25,GBP,8.21,13.31,221,4
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-03-25,GBP,12.32,29.67,188,14
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-03-25,USD,322.58,73.05,269,52
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-03-26,GBP,10.90,18.31,41,7
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-03-26,GBP,10.90,51.85,218,12
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-03-26,GBP,8.21,10.62,99,5
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-03-26,GBP,12.32,12.46,222,6
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-03-26,USD,322.58,60.07,185,49
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-03-27,GBP,10.90,16.24,128,10
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-03-27,GBP,10.90,25.06,105,7
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-03-27,GBP,8.21,15.82,124,5
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-03-27,GBP,12.32,40.89,210,11
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-03-27,USD,322.58,84.32,261,71
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-03-28,GBP,10.90,10.29,61,9
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-03-28,GBP,10.90,28.52,187,13
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-03-28,GBP,8.21,4.59,89,6
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-03-28,GBP,12.32,18.68,145,4
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-03-28,USD,322.58,109.03,276,82
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-03-29,GBP,10.90,3.59,40,3
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-03-29,GBP,10.90,27.57,130,8
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-03-29,GBP,8.21,6.54,84,7
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-03-29,GBP,12.32,32.34,85,9
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-03-29,USD,322.58,73.32,193,48
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-03-30,GBP,10.90,28.87,152,14
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-03-30,GBP,10.90,33.98,109,6
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-03-30,GBP,8.21,14.11,132,8
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-03-30,GBP,12.32,27.58,97,5
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-03-30,USD,322.58,57.16,217,42
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-03-31,GBP,10.90,10.93,148,13
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-03-31,GBP,10.90,15.92,115,7
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-03-31,GBP,8.21,14.40,48,4
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-03-31,GBP,12.32,20.00,84,8
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-03-31,USD,322.58,66.19,166,51
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-04-01,GBP,10.90,14.39,100,11
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-04-01,GBP,10.90,29.69,196,14
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-04-01,GBP,8.21,11.75,20,4
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-04-01,GBP,12.32,28.75,159,9
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-04-01,USD,322.58,68.48,259,55
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-04-02,GBP,10.90,16.13,193,16
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-04-02,GBP,10.90,29.82,137,11
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-04-02,GBP,8.21,11.73,51,6
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-04-02,GBP,12.32,33.35,127,12
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-04-02,USD,322.58,90.51,272,60
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-04-03,GBP,10.90,18.81,176,31
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-04-03,GBP,10.90,28.35,142,11
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-04-03,GBP,8.21,8.86,74,7
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-04-03,GBP,12.32,28.99,115,5
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-04-03,USD,322.58,68.11,225,51
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-04-04,GBP,10.90,20.13,178,19
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-04-04,GBP,10.90,31.31,97,7
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-04-04,GBP,8.21,9.73,104,5
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-04-04,GBP,12.32,23.94,99,7
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-04-04,USD,322.58,77.27,257,52
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-04-05,GBP,10.90,5.63,89,8
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-04-05,GBP,10.90,14.15,53,5
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-04-05,GBP,8.21,5.11,15,4
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-04-05,GBP,12.32,11.87,63,3
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,2024-04-05,USD,322.58,86.29,234,61
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,2024-04-06,GBP,10.90,1.52,29,3
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,2024-04-06,GBP,10.90,0.00,37,0
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,2024-04-06,GBP,8.21,0.40,5,1
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,2024-04-06,GBP,12.32,1.44,20,1
