Weekly Tracker Data
"January 1, 2024 - July 31, 2024"
Account name,Customer ID,Campaign,Campaign type,Day,Currency code,Budget,Cost,Impr.,Clicks
Haliborange - PCM,910-547-9147,PCM - 2023/4 - Haliborange Kids - General,Search,2024-01-11,GBP,19.50,14.75,447,38
Haliborange - PCM,910-547-9147,PCM - Haliborange - Video - Multivitamins,Video,2024-01-11,GBP,160.00,153.72,"83,095",224
Haliborange - PCM,910-547-9147,PCM - 2023/4 - Haliborange Kids - Brand,Search,2024-01-12,GBP,19.00,29.33,427,64
Haliborange - PCM,910-547-9147,PCM - 2023/4 - Haliborange Kids - General,Search,2024-01-12,GBP,19.50,10.65,359,28
Haliborange - PCM,910-547-9147,PCM - Haliborange - Video - Multivitamins,Video,2024-01-12,GBP,160.00,203.89,"106,220",257
Haliborange - PCM,910-547-9147,PCM - 2023/4 - Haliborange Kids - Brand,Search,2024-01-13,GBP,19.00,22.76,354,60
Haliborange - PCM,910-547-9147,PCM - 2023/4 - Haliborange Kids - General,Search,2024-01-13,GBP,19.50,12.74,442,33
Haliborange - PCM,910-547-9147,PCM - Haliborange - Video - Multivitamins,Video,2024-01-13,GBP,160.00,214.06,"115,041",268
Haliborange - PCM,910-547-9147,PCM - 2023/4 - Haliborange Kids - Brand,Search,2024-01-14,GBP,19.00,20.11,363,51
Haliborange - PCM,910-547-9147,PCM - 2023/4 - Haliborange Kids - General,Search,2024-01-14,GBP,19.50,14.22,381,38
Haliborange - PCM,910-547-9147,PCM - Haliborange - Video - Multivitamins,Video,2024-01-14,GBP,160.00,213.26,"120,616",245
Haliborange - PCM,910-547-9147,PCM - 2023/4 - Haliborange Kids - Brand,Search,2024-01-15,GBP,19.00,23.17,381,65
Haliborange - PCM,910-547-9147,PCM - 2023/4 - Haliborange Kids - General,Search,2024-01-15,GBP,19.50,14.64,360,41
Haliborange - PCM,910-547-9147,PCM - Haliborange - Video - Multivitamins,Video,2024-01-15,GBP,160.00,247.88,"124,954",284
Haliborange - PCM,910-547-9147,PCM - 2023/4 - Haliborange Kids - Brand,Search,2024-01-16,GBP,19.00,23.24,403,62
Haliborange - PCM,910-547-9147,PCM - 2023/4 - Haliborange Kids - General,Search,2024-01-16,GBP,19.50,14.66,428,40
Haliborange - PCM,910-547-9147,PCM - Haliborange - Video - Multivitamins,Video,2024-01-16,GBP,160.00,258.97,"125,603",297
Haliborange - PCM,910-547-9147,PCM - 2023/4 - Haliborange Kids - Brand,Search,2024-01-17,GBP,19.00,21.85,392,61
Haliborange - PCM,910-547-9147,PCM - 2023/4 - Haliborange Kids - General,Search,2024-01-17,GBP,19.50,14.56,491,39
Haliborange - PCM,910-547-9147,PCM - Haliborange - Video - Multivitamins,Video,2024-01-17,GBP,160.00,260.09,"126,189",328
Haliborange - PCM,910-547-9147,PCM - 2023/4 - Haliborange Kids - Brand,Search,2024-01-18,GBP,19.00,21.79,307,62
Haliborange - PCM,910-547-9147,PCM - 2023/4 - Haliborange Kids - General,Search,2024-01-18,GBP,19.50,13.87,311,39
Haliborange - PCM,910-547-9147,PCM - Haliborange - Video - Multivitamins,Video,2024-01-18,GBP,160.00,261.12,"121,452",265
Haliborange - PCM,910-547-9147,PCM - 2023/4 - Haliborange Kids - Brand,Search,2024-01-19,GBP,19.00,17.11,352,51
Haliborange - PCM,910-547-9147,PCM - 2023/4 - Haliborange Kids - General,Search,2024-01-19,GBP,19.50,7.65,309,23
Haliborange - PCM,910-547-9147,PCM - Haliborange - Video - Multivitamins,Video,2024-01-19,GBP,160.00,259.30,"114,988",282
Haliborange - PCM,910-547-9147,PCM - 2023/4 - Haliborange Kids - Brand,Search,2024-01-20,GBP,19.00,18.87,372,50
Haliborange - PCM,910-547-9147,PCM - 2023/4 - Haliborange Kids - General,Search,2024-01-20,GBP,19.50,14.27,466,39
Haliborange - PCM,910-547-9147,PCM - Haliborange - Video - Multivitamins,Video,2024-01-20,GBP,160.00,258.63,"123,408",312
Haliborange - PCM,910-547-9147,PCM - 2023/4 - Haliborange Kids - Brand,Search,2024-01-21,GBP,19.00,19.51,352,53
Haliborange - PCM,910-547-9147,PCM - 2023/4 - Haliborange Kids - General,Search,2024-01-21,GBP,19.50,12.03,405,33
Haliborange - PCM,910-547-9147,PCM - Haliborange - Video - Multivitamins,Video,2024-01-21,GBP,160.00,254.62,"125,431",307
Haliborange - PCM,910-547-9147,PCM - 2023/4 - Haliborange Kids - Brand,Search,2024-01-22,GBP,19.00,17.55,370,51
Haliborange - PCM,910-547-9147,PCM - 2023/4 - Haliborange Kids - General,Search,2024-01-22,GBP,19.50,15.09,508,42
Haliborange - PCM,910-547-9147,PCM - Haliborange - Video - Multivitamins,Video,2024-01-22,GBP,160.00,254.09,"111,336",273
Haliborange - PCM,910-547-9147,PCM - 2023/4 - Haliborange Kids - Brand,Search,2024-01-23,GBP,19.00,16.72,369,45
Haliborange - PCM,910-547-9147,PCM - 2023/4 - Haliborange Kids - General,Search,2024-01-23,GBP,19.50,12.66,406,38
Haliborange - PCM,910-547-9147,PCM - Haliborange - Video - Multivitamins,Video,2024-01-23,GBP,160.00,253.43,"107,344",238
Haliborange - PCM,910-547-9147,PCM - 2023/4 - Haliborange Kids - Brand,Search,2024-01-24,GBP,19.00,20.46,391,53
Haliborange - PCM,910-547-9147,PCM - 2023/4 - Haliborange Kids - General,Search,2024-01-24,GBP,19.50,13.24,362,38
Haliborange - PCM,910-547-9147,PCM - Haliborange - Video - Multivitamins,Video,2024-01-24,GBP,160.00,255.99,"108,930",232
Haliborange - PCM,910-547-9147,PCM - 2023/4 - Haliborange Kids - Brand,Search,2024-01-25,GBP,19.00,20.84,270,52
Haliborange - PCM,910-547-9147,PCM - 2023/4 - Haliborange Kids - General,Search,2024-01-25,GBP,19.50,12.69,382,40
Haliborange - PCM,910-547-9147,PCM - Haliborange - Video - Multivitamins,Video,2024-01-25,GBP,160.00,248.49,"105,441",169
Haliborange - PCM,910-547-9147,PCM - 2023/4 - Haliborange Kids - Brand,Search,2024-01-26,GBP,19.00,17.09,355,52
Haliborange - PCM,910-547-9147,PCM - 2023/4 - Haliborange Kids - General,Search,2024-01-26,GBP,19.50,10.18,326,32
